"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-69206","G1/S Transition","78/2262","131/10616",1.35338521556454e-21,1.63882646102906e-19,1.08918369979883e-19,"PSMB5/PCNA/TK1/CDC6/PSMB2/PSMC3/TYMS/PRIM1/TFDP1/PSMD9/CDK1/CDC45/PSMD7/PSMA2/POLE3/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/RRM2/PSMD8/PSMB7/PSME1/UBB/MCM2/MCM4/MCM10/PSMD10/TFDP2/PPP2CB/CCNB1/RPA2/PSMA4/PSME3/PSMC4/PSMD6/POLE2/PSMC2/PSMA1/MCM6/CCNA2/ORC1/CDC25A/PSMA7/SEM1/ORC5/MYC/PSMD12/PSMD14/FBXO5/SKP1/MCM8/PSMD5/PSMD2/PSMB10/ORC3/POLA2/PSMA5/PSMB6/PSMD1/SKP2/MCM3/DBF4/CABLES1/ORC2/POLE4/RPA4/PSMB4/E2F5/PSMB8/ORC4/UBC/PRIM2/CDC7/RBBP4/UBA52/CDKN1B",78
"R-HSA-69002","DNA Replication Pre-Initiation","59/2262","85/10616",1.69992209453489e-21,1.88691352493373e-19,1.2540653346525e-19,"PSMB5/CDC6/PSMB2/PSMC3/PRIM1/PSMD9/CDC45/PSMD7/PSMA2/POLE3/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/MCM2/MCM4/MCM10/PSMD10/RPA2/PSMA4/PSME3/PSMC4/PSMD6/POLE2/PSMC2/PSMA1/MCM6/ORC1/PSMA7/SEM1/ORC5/PSMD12/PSMD14/MCM8/PSMD5/PSMD2/PSMB10/ORC3/POLA2/PSMA5/PSMB6/PSMD1/MCM3/DBF4/ORC2/POLE4/RPA4/PSMB4/PSMB8/ORC4/UBC/PRIM2/CDC7/UBA52",59
"R-HSA-2555396","Mitotic Metaphase and Anaphase","103/2262","200/10616",2.16229365381454e-21,2.17033605374097e-19,1.44243134281346e-19,"BIRC5/NUP37/PSMB5/PTTG1/CDC20/PSMB2/RANGAP1/CDCA5/PSMC3/MAPRE1/PSMD9/AURKB/CENPM/PLK1/PSMD7/SEH1L/PSMA2/ANAPC5/EMD/PSMB1/TUBB4A/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/LMNB1/ZWINT/ERCC6L/ZW10/ZWILCH/PSMD10/PPP2CB/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/MAD2L1/PSMC2/PSMA1/SEC13/NUP107/PPP1CC/ANAPC15/PPP2R5B/ANAPC16/CENPU/PSMA7/CDCA8/CENPA/MAD1L1/SEM1/ITGB3BP/PSMD12/CENPH/BUB3/PSMD14/NDC80/SPC24/FBXO5/KIF2C/BUB1/PSMD5/PSMD2/PSMB10/CENPF/SGO2/UBE2D1/DYNLL1/PPP2R5C/SMC3/NUF2/SPDL1/KIF2A/UBE2E1/PSMA5/PSMB6/PSMD1/CENPP/DYNC1LI1/SPC25/XPO1/PPP2R2A/DYNC1LI2/NUP133/PSMB4/TMPO/ANAPC10/CENPQ/CDC26/CENPT/PSMB8/ANAPC4/CENPE/UBC/ESPL1/KNTC1/UBA52/INCENP",103
"R-HSA-69242","S Phase","89/2262","161/10616",2.28113399041844e-21,2.17033605374097e-19,1.44243134281346e-19,"PSMB5/PCNA/CDC6/PSMB2/GINS3/GINS2/CDCA5/PSMC3/PRIM1/RBX1/TFDP1/PSMD9/CDC45/RFC5/PSMD7/RFC3/PSMA2/POLE3/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/MCM2/GINS1/MCM4/PSMD10/TFDP2/POLD1/RPA2/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/POLE2/PSMC2/PSMA1/MCM6/ANAPC15/CCNA2/ORC1/ANAPC16/CDC25A/PSMA7/SEM1/ORC5/MYC/PSMD12/PSMD14/SKP1/MCM8/PSMD5/PSMD2/PSMB10/ORC3/POLA2/UBE2D1/SMC3/UBE2E1/PSMA5/PSMB6/POLD2/PSMD1/SKP2/MCM3/CABLES1/ORC2/POLE4/RFC2/PSMB4/ANAPC10/E2F5/CDC26/POLD4/PSMB8/ANAPC4/ORC4/UBC/ESCO1/PRIM2/RBBP4/UBA52/CDKN1B",89
"R-HSA-68882","Mitotic Anaphase","102/2262","199/10616",5.38778699333799e-21,4.78435485008414e-19,3.17973955185772e-19,"BIRC5/NUP37/PSMB5/PTTG1/CDC20/PSMB2/RANGAP1/CDCA5/PSMC3/MAPRE1/PSMD9/AURKB/CENPM/PLK1/PSMD7/SEH1L/PSMA2/ANAPC5/EMD/PSMB1/TUBB4A/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/LMNB1/ZWINT/ERCC6L/ZW10/ZWILCH/PSMD10/PPP2CB/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/MAD2L1/PSMC2/PSMA1/SEC13/NUP107/PPP1CC/ANAPC15/PPP2R5B/ANAPC16/CENPU/PSMA7/CDCA8/CENPA/MAD1L1/SEM1/ITGB3BP/PSMD12/CENPH/BUB3/PSMD14/NDC80/SPC24/KIF2C/BUB1/PSMD5/PSMD2/PSMB10/CENPF/SGO2/UBE2D1/DYNLL1/PPP2R5C/SMC3/NUF2/SPDL1/KIF2A/UBE2E1/PSMA5/PSMB6/PSMD1/CENPP/DYNC1LI1/SPC25/XPO1/PPP2R2A/DYNC1LI2/NUP133/PSMB4/TMPO/ANAPC10/CENPQ/CDC26/CENPT/PSMB8/ANAPC4/CENPE/UBC/ESPL1/KNTC1/UBA52/INCENP",102
"R-HSA-2467813","Separation of Sister Chromatids","98/2262","188/10616",6.60890902220345e-21,5.50191676098438e-19,3.65663979452178e-19,"BIRC5/NUP37/PSMB5/PTTG1/CDC20/PSMB2/RANGAP1/CDCA5/PSMC3/MAPRE1/PSMD9/AURKB/CENPM/PLK1/PSMD7/SEH1L/PSMA2/ANAPC5/PSMB1/TUBB4A/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/ZWINT/ERCC6L/ZW10/ZWILCH/PSMD10/PPP2CB/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/MAD2L1/PSMC2/PSMA1/SEC13/NUP107/PPP1CC/ANAPC15/PPP2R5B/ANAPC16/CENPU/PSMA7/CDCA8/CENPA/MAD1L1/SEM1/ITGB3BP/PSMD12/CENPH/BUB3/PSMD14/NDC80/SPC24/KIF2C/BUB1/PSMD5/PSMD2/PSMB10/CENPF/SGO2/UBE2D1/DYNLL1/PPP2R5C/SMC3/NUF2/SPDL1/KIF2A/UBE2E1/PSMA5/PSMB6/PSMD1/CENPP/DYNC1LI1/SPC25/XPO1/DYNC1LI2/NUP133/PSMB4/ANAPC10/CENPQ/CDC26/CENPT/PSMB8/ANAPC4/CENPE/UBC/ESPL1/KNTC1/UBA52/INCENP",98
"R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","54/2262","76/10616",1.54447982171215e-20,1.21014536618858e-18,8.04277108396236e-19,"PSMB5/PTTG1/CDC20/PSMB2/PSMC3/PSMD9/CDK1/PLK1/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/NEK2/CCNB1/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/MAD2L1/PSMC2/PSMA1/ANAPC15/CCNA2/ANAPC16/PSMA7/SEM1/PSMD12/BUB3/PSMD14/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",54
"R-HSA-69052","Switching of origins to a post-replicative state","60/2262","90/10616",1.89179292043499e-20,1.3999267611219e-18,9.30408097126216e-19,"PSMB5/CDC6/PSMB2/PSMC3/RBX1/PSMD9/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/MCM2/MCM4/PSMD10/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/MCM6/ANAPC15/CCNA2/ORC1/ANAPC16/PSMA7/SEM1/ORC5/PSMD12/PSMD14/SKP1/MCM8/PSMD5/PSMD2/PSMB10/ORC3/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/SKP2/MCM3/ORC2/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/ORC4/UBC/UBA52",60
"R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","58/2262","86/10616",3.45115842878586e-20,2.29847151357138e-18,1.527591704531e-18,"PSMB5/PTTG1/CDC20/PSMB2/PSMC3/PSMD9/AURKB/CDK1/PLK1/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/NEK2/CCNB1/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/MAD2L1/PSMC2/PSMA1/ANAPC15/CCNA2/ANAPC16/PSMA7/SEM1/PSMD12/BUB3/PSMD14/FBXO5/SKP1/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/SKP2/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",58
"R-HSA-453276","Regulation of mitotic cell cycle","58/2262","86/10616",3.45115842878586e-20,2.29847151357138e-18,1.527591704531e-18,"PSMB5/PTTG1/CDC20/PSMB2/PSMC3/PSMD9/AURKB/CDK1/PLK1/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/NEK2/CCNB1/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/MAD2L1/PSMC2/PSMA1/ANAPC15/CCNA2/ANAPC16/PSMA7/SEM1/PSMD12/BUB3/PSMD14/FBXO5/SKP1/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/SKP2/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",58
"R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","53/2262","75/10616",5.24818244441863e-20,3.32884715045982e-18,2.21239169712084e-18,"PSMB5/PTTG1/CDC20/PSMB2/PSMC3/PSMD9/CDK1/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/NEK2/CCNB1/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/MAD2L1/PSMC2/PSMA1/ANAPC15/CCNA2/ANAPC16/PSMA7/SEM1/PSMD12/BUB3/PSMD14/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",53
"R-HSA-68949","Orc1 removal from chromatin","51/2262","71/10616",8.28714984021123e-20,5.0174925396188e-18,3.33468565340557e-18,"PSMB5/CDC6/PSMB2/PSMC3/RBX1/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/MCM2/MCM4/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/MCM6/CCNA2/ORC1/PSMA7/SEM1/ORC5/PSMD12/PSMD14/SKP1/MCM8/PSMD5/PSMD2/PSMB10/ORC3/PSMA5/PSMB6/PSMD1/SKP2/MCM3/ORC2/PSMB4/PSMB8/ORC4/UBC/UBA52",51
"R-HSA-453279","Mitotic G1-G1/S phases","81/2262","149/10616",5.8691839322468e-19,3.30545659167819e-17,2.19684605152628e-17,"PSMB5/PCNA/TK1/CDC6/PSMB2/PSMC3/TYMS/PRIM1/TFDP1/PSMD9/CDK1/CDC45/PSMD7/PSMA2/POLE3/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/MYBL2/RRM2/PSMD8/PSMB7/PSME1/UBB/MCM2/MCM4/MCM10/PSMD10/TFDP2/PPP2CB/CCNB1/RPA2/PSMA4/PSME3/PSMC4/PSMD6/POLE2/PSMC2/PSMA1/MCM6/CCNA2/ORC1/CDC25A/PSMA7/SEM1/ORC5/MYC/PSMD12/PSMD14/FBXO5/SKP1/MCM8/PSMD5/PSMD2/PSMB10/ORC3/POLA2/PSMA5/PSMB6/PSMD1/SKP2/MCM3/DBF4/CABLES1/ORC2/POLE4/PPP2R2A/RPA4/PSMB4/E2F5/PSMB8/ORC4/UBC/PRIM2/CDC7/RBBP4/UBA52/LYN/CDKN1B",81
"R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","51/2262","73/10616",5.9557776426634e-19,3.30545659167819e-17,2.19684605152628e-17,"PSMB5/CDC20/PSMB2/PSMC3/PSMD9/CDK1/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/NEK2/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/MAD2L1/PSMC2/PSMA1/ANAPC15/CCNA2/ANAPC16/PSMA7/SEM1/PSMD12/BUB3/PSMD14/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",51
"R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase","54/2262","80/10616",6.51902155719675e-19,3.47333468567443e-17,2.30841984404315e-17,"PSMB5/CDC20/PSMB2/PSMC3/PSMD9/CDK1/PLK1/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/CCNB1/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/MAD2L1/PSMC2/PSMA1/ANAPC15/CCNA2/ANAPC16/PSMA7/SEM1/PSMD12/BUB3/PSMD14/FBXO5/SKP1/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",54
"R-HSA-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","50/2262","72/10616",1.98832577878067e-18,9.80907384198463e-17,6.5192279920255e-17,"PSMB5/PTTG1/CDC20/PSMB2/PSMC3/PSMD9/AURKB/PLK1/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/ANAPC15/ANAPC16/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/SKP2/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",50
